Country Name,Country Code,Series Name,Series Code,1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Botswana,BWA,"Population ages 65 and above, total",SP.POP.65UP.TO,29291,30608,32126,33843,35771,37803,39792,41671,43415,44976,46385,47767,49196,50644,52108,53550,54899,56120,57257,58338,59359,60307,61190,62027,62877,63807,64850,66027,67272,68489,69730,71484,73855,76575,79678,83063,86674,90356,92988,96112,100783
Botswana,BWA,Population growth (annual %),SP.POP.GROW,3.61968099679856,3.56102549843446,3.5335424068902,3.49988934713934,3.42570495368788,3.29740189321845,3.1528088136861,3.01201857228217,2.87375886498308,2.86395904419004,2.88383633405035,2.78404362280986,2.6314388804012,2.46573135709364,2.32306138427136,2.21959718729796,2.14267215861941,2.07271158015976,2.0032685597646,1.86676435735896,1.75228455517665,1.74841429333915,1.79764812587178,1.87873623072759,1.96495716378833,2.03026526526897,2.05499060689998,2.06095163216795,2.0055569612499,1.92085566899296,1.90562696994558,1.92508536769659,1.96236891205249,2.02880248969911,2.07922251369081,2.04278510078483,1.95085634796209,1.85098576387245,1.6367427551677,1.60475774255203,1.69845730907796
Botswana,BWA,"Population, total",SP.POP.TOTL,1060717,1099170,1138704,1179263,1220361,1261272,1301671,1341474,1380584,1420695,1462262,1503544,1543634,1582169,1619354,1655699,1691558,1726985,1761930,1795130,1826863,1859085,1892807,1928704,1966977,2007320,2048997,2091664,2134037,2175425,2217278,2260376,2305171,2352416,2401840,2451409,2499702,2546402,2588423,2630296,2675352
Botswana,BWA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.532859981060028,..,..,..,..,..,..,0.26758998632431,0.560999989509583,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,74.49,73.06,87.79,88.82,111.88,102.48,121.09,124.09,133.42,123.28,181.31,151.12,164.51,161.66,151.72,164.28,150.69,166.82,193.63,163.74,207.65,232.26,289.75,304.12,329.26,..,..,..
Botswana,BWA,Urban population,SP.URB.TOTL,230420,265329,304307,347682,395409,447335,503070,562520,625294,659813,691445,723701,756087,788395,820640,853099,885903,919084,952535,979602,1005304,1031569,1058912,1087789,1139430,1193231,1248597,1305449,1362903,1408979,1453914,1500166,1548038,1598067,1650064,1702405,1754091,1804813,1852275,1899705,1949449
Botswana,BWA,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,..,..,..,3.7,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Gini index,SI.POV.GINI,25.9,..,26.9,..,..,28.8,..,..,27.6,..,..,..,32.9,..,..,..,..,33.4,..,..,..,..,33.2,..,..,..,..,32.1,..,..,..,..,..,32.4,..,..,..,..,..,33.4,..
Bangladesh,BGD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.9276294708252,30.4378108978271,..,..,28.0405807495117,21.8700008392334,..,..,..,..,..,..,9.14900016784668,11.4709997177124,..,..,12.0179996490479,17.5310001373291,..
Bangladesh,BGD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,..,..,..
Bangladesh,BGD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.4618431575804,31.863991518402,31.2044521104432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Bangladesh,BGD,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.969682216644287,..,-0.773010969161987,..,-1.21208262443542,..,-1.44908678531647,-1.54172050952911,-1.59711492061615,-1.40646660327911,-1.44298279285431,-1.06323993206024,-1.0467883348465,-1.0752512216568,-1.05408024787903,-1.09738862514496,-0.85661906003952,-0.893825352191925,-0.892129957675934,-0.844025909900665,-0.88687801361084,-0.858938634395599,-0.926946818828583,-1.01699352264404,-1.00367724895477,-0.98586094379425,-1.0755273103714,..
Bangladesh,BGD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,27.8651950182523,30.6518771163574,31.6905851731684,35.9716820336132,37.5061239768361,40.6470682162685,48.5634624639042,47.9338553114898,48.7354621356674,58.6220614399825,65.3683764141411,69.3076811359879,76.4898945303681,80.415848035002,82.4570945738381,87.6233110528387,95.9647894742057,103.364471757895,113.761258749531,121.462808517435,127.769892818488,163.160493329027,173.731814878997,194.581977608721,203.994931617816,205.932668001262,224.84300490209,245.904170868316,263.981989868186,281.443995942183,299.480350400775,317.24536995553,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616326993609861,0.934611086654702,2.38993710691824,3.21468233093693,2.93729994351346,1.89262074037754,1.87303241002876,1.92743297228285,2.30609939759036,1.9697376667562,1.6895155140567,..,..,..,..,..,..,..,..
Bangladesh,BGD,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,49.51023,44.98658,48.31074,49.16474,40.00027,..,..,46.66192,49.2207,49.30687,53.73628,..,..,..,51.30245,..,44.46281,46.49041,..,45.10525,45.42799,39.98727,..,41.95689,46.25168,45.29479,44.72804,..,47.13705,44.60291,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,36.10829,40.86521,36.64092,34.43845,46.03807,..,..,38.74599,39.01896,32.0783,37.27884,..,..,..,43.95966,..,37.85218,36.10576,..,43.75585,45.46181,48.47068,..,43.42247,40.78195,39.59189,40.2057,..,41.14495,39.09913,..,..,..,64.32827,..,..,..,..,..,..,..
Bangladesh,BGD,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,11.55024,11.48712,10.57759,9.62477,9.2748,..,..,8.24368,9.08171,10.18077,8.50549,..,..,..,4.73789,..,10.96074,10.11549,10.10512,11.1389,9.1102,11.54205,..,12.92764,11.4676,13.26487,13.50141,..,10.29338,14.73352,..,..,..,33.27739,..,..,..,..,..,..,..
Bangladesh,BGD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,40579081622.1807,42528220713.8371,43949520082.2446,45783701688.1229,47510846898.7612,48658830994.1357,50039078698.3342,52852404884.4443,54694431600.8895,57671277526.1037,60388495364.0769,62737684189.6584,65950655343.3058,68933550207.4628,72028595263.9173,75757534997.0826,79295530342.6108,83492876462.58,87732050072.4336,91094928286.7534,95412433810.5491,100411599680.57,106974446547.815,114111679980.536,122166366287.049,129513194709.79,136047297014.321,143627564235.828,152912194516.002,162884300249.526,172679519745.884,183145727938.258,195146607942.291,209028319381.091,222803808194.798,239111738272.244,257958322599.367,266852770837.438,285368828340.483,305629526532.026,323279975125.391
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,17609048821.5488,18920840000,22278423076.9231,21774033333.3333,24298032258.0645,26579005558.3652,28781715188.8919,31598340778.2164,30957483949.5798,31708874594.1645,33166519417.9894,33768660882.793,37939748768.6567,46438484107.5795,48244309133.4895,49984559471.3656,51270569883.5275,53369787318.6245,53991289844.3291,54724081490.5102,60158929188.2556,65108544250.0425,69476001429.8626,71795735672.0149,79611644984.3557,91636997445.2424,102475158462.511,115275540861.36,128607482927.468,133310747047.528,149998957327.029,172886611131.255,195146607942.291,265224514652.992,293732447017.328,321362751137.574,351231655150.827,373979442653.343,416271647002.435,460131688909.301,437415331040.994
Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,..,0.000751046,0.003684813,0.036170407,0.071039423,0.129807974,0.139920289,0.163877665,0.199036334,0.241637326,1,1.8,2.5,3.1,3.7,4.5,5,6.63,11.9,12.9,18.1,19.8,23.44,27.76,32.87,38.91744466,..,..
Bangladesh,BGD,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,156000,166000,182000,172000,173000,199000,207000,207000,245000,271000,208000,200000,289000,467000,267000,139000,157000,160000,104000,134000,126000,182000,237000,267000,323000,..,..,..,..
Bangladesh,BGD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,36555318,37587038,38690717,39850324,41043547,42164841,43338852,44578242,45860569,47154102,48398439,49615035,50792730,51957839,53076512,53950191,54599225,55151453,55755782,56625232,57602724,58662413,59781774,60904130,62009866,63166277,67164738,68748318,70248864,70941233,73234222,73862460,74913612
Bangladesh,BGD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.27067371198923,1.17804196040112,1.0542727837491,1.11219167555771,1.1682325387956,1.24638809717465,1.2908618013077,1.22316502629369,1.21442280200769,1.36050314985351,1.42939051496523,1.52902366386599,1.56669314074255,1.5390735944898,1.57166792587459,1.56753519839217,1.58483439104611,1.3571191812402,1.28842277551655,1.04836646260037,1.00263309760624,0.99885977372525,0.972810090266113,0.989838836982973,0.997091964413713,0.938215291633285,1.02893954845227,1.18438401700177,1.21766894947597,1.18089723364654,1.11372942922328,1.1364432719278,1.20851710681525,1.22590038101547,1.12758110771325,1.15395753464462,1.24410082330294,1.24468950875224,1.19664698573287,1.12882010548687,..
Bangladesh,BGD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0.000224674,0.000440844,0.000954894,0.002122361,0.003336757,0.021304625,0.060313402,0.117549767,0.215955426,0.394925259,0.80140256,0.999976513,2.004154126,6.386938172,13.41312473,23.84554569,30.69701239,35.00813289,45.77354649,56.1667898,63.89610407,75.66900657,81.34459807,83.23875309,85.10324101,93.29458051,98.83168698,100.0336994,105.2911628,108.9094426,105.2642491,..
Bangladesh,BGD,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,46.677848815918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.6008605957031,66.2009582519531,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Population ages 0-14, total",SP.POP.0014.TO,40955839,41929446,42816899,43588887,44236575,44819364,45392957,45958069,46359538,46654033,46961558,47238706,47449452,47566600,47679889,47834435,48009362,48200365,48483067,48829061,49150927,49424493,49613868,49723388,49792760,49798436,49703118,49535964,49300535,48966075,48568871,48143480,47666620,47168634,46647833,46111201,45611014,45173820,44799782,44455660,44152676
Bangladesh,BGD,"Population ages 15-64, total",SP.POP.1564.TO,46920954,48343108,49787346,51237943,52723265,54260481,55824497,57447194,59072788,60732893,62491456,64330045,66209208,68086718,70033213,72044989,74085380,76134099,78139758,80071880,81921372,83745577,85497651,86933413,88216600,89351100,90580787,92256484,94116706,96129495,98276729,100454049,102575958,104744797,106941690,108985072,110894720,112816371,114687891,116383491,117964397
Bangladesh,BGD,"Population ages 65 and above, total",SP.POP.65UP.TO,3168685,3261686,3354854,3444917,3530417,3608988,3676220,3742388,3810508,3885176,3965743,4046140,4134678,4223551,4326124,4471046,4660081,4858863,5047659,5238885,5430907,5619654,5801071,5972031,6126574,6271781,6422905,6598690,6793764,6995078,7184539,7363770,7587423,7871137,8204441,8587684,9010488,9430760,9868578,10347220,10837246
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,2.77315177674919,2.6968421854847,2.5594486822631,2.38145109935686,2.23242079826929,2.16426092705197,2.12438316860897,2.12605906093885,1.93654400062741,1.84053318300066,1.91082122823187,1.91779795618604,1.86669533165568,1.75333998432405,1.78774016644232,1.87614402927933,1.91507429803985,1.90552404891968,1.89925268099487,1.85802653007171,1.74653680101613,1.66119164263389,1.51797511096499,1.21058994053819,1.05111719423699,0.887833017097369,0.880093475599957,1.1415513368569,1.21893869127295,1.24357124646827,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957,1.16137846270492,1.1131724900167,1.14420974001656,1.14931847631384,1.0748367431585,1.02746498713519
Bangladesh,BGD,"Population, total",SP.POP.TOTL,91045478,93534239,95959099,98271746,100490256,102688833,104893674,107147651,109242834,111272102,113418757,115614891,117793338,119876868,122039226,124350471,126754824,129193327,131670484,134139826,136503206,138789725,140912590,142628831,144135934,145421318,146706810,148391139,150211005,152090649,154030139,155961299,157830000,159784568,161793964,163683958,165516222,167420951,169356251,171186372,172954319
Bangladesh,BGD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,368.49,396.28,389.76,407.26,444.19,434.28,420.78,566.83,527.3,587.03,726.06,861.73,1054.16,1163.91,1426.83,1385.91,1913.43,1786.71,2227.1,2150.99,2567.09,3059.56,3039.88,5012.04,4927.32,..,..,..
Bangladesh,BGD,Urban population,SP.URB.TOTL,15141773,15956941,16789004,17630934,18485183,19366087,20275947,21227021,22129321,22933180,23779377,24658344,25552909,26449632,27383162,28374290,29409654,30476706,31727320,33207655,34711400,36243549,37777256,39247175,40699664,42125647,43585126,45202909,46903386,48658361,50463354,52301622,54148316,56057220,58016080,59960707,61911343,63916296,65957486,67979820,69999802
Bangladesh,BGD,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6,..,..,..,..,..,5.5,..,..,..,..,..,..,..,..,9.3,..
Belarus,BLR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,31.7,31.2,30.6,30.3,28.8,26.5,27.6,28.3,29.6,27.8,27.7,28.6,27.2,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,..,..,..
Belarus,BLR,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.33588981628418,1.58056998252869,1.37949001789093,0.431600004434586,0.302980005741119,0.170149996876717,0.099820002913475,..,..,0.970420002937317,2.90122008323669,3.45138001441956,4.24768018722534,4.6489200592041,5.43341016769409,6.05188989639282,6.68285989761353,6.79921007156372,6.65156984329224,6.42067003250122,5.65912008285522,6.05408000946045,..
Belarus,BLR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,..,..,..
Belarus,BLR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,25.7608695652174,5.18781725888325,75.9557129208116,16.8800606245315,11.5201288580528,12.1714690728675,20.1805426390813,15.103117448937,15.0144518163306,11.440616774975,12.3366860124798,..,..,6.57022058767027,6.64440183178372,8.9092608163614,10.6566343685377,18.5574619808712,18.905245726907,39.4168108447656,24.4293134230567,23.8372955552391,24.5488085208305,37.5980986022908,38.9240984107258,39.8801799561221,37.0956460104644,33.2442286168097,..,..,..,..
Belarus,BLR,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11
Belarus,BLR,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.389609158039093,..,-0.323169857263565,..,-0.504357814788818,..,-0.657884895801544,-0.537339866161346,-0.759292542934418,-0.72323077917099,-0.529868960380554,-0.574205935001373,-0.559036314487457,-0.562151730060577,-0.633431315422058,-0.619015693664551,-0.458519369363785,-0.404938369989395,-0.23470650613308,-0.315779864788055,-0.224086627364159,-0.240941062569618,-0.15480200946331,0.00728573789820075,-0.133964225649834,-0.258149892091751,-0.57967621088028,..
Belarus,BLR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,4380.75134935032,4426.01321359028,3912.70174531908,3450.22243274523,3068.36199044584,2790.02074882348,2806.61512314154,2952.92294003825,3015.40027500101,3005.3642570495,2996.30947501957,3009.40248167179,3000.7456250783,3063.05693858238,3174.05309231742,3245.37208781327,3365.98186513501,3393.90853610514,3481.74351659874,3299.4609021774,3566.17301269233,3632.87856030924,3704.30904061423,3657.12467930665,3690.1036829597,..,..,..,..,..,..,..,..,..
Belarus,BLR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Belarus,BLR,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.45858,..,..,..,..,..,..
Belarus,BLR,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.67875,25.47756,26.71441,20.189,..,20.0739,17.1275,17.29592,17.87294,17.58319,16.89418,16.75625,16.10117,16.47839,..,..,..,..,..,..
Belarus,BLR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,29452716336.8679,29099285028.6358,26305753290.5802,24306515540.9122,21462652290.3542,19230536338.7281,19768992246.138,22022658441.2039,23872559843.8526,24684226697.4564,26115912675.5037,27349969477.1669,28729848599.9482,30753347145.2327,34274526374.8589,37496332398.5946,41245963659.1501,44793119255.6655,49362017183.5591,49460738872.9267,53317819268.921,56185628815.1061,57133556524.0424,57706875064.5283,58703016906.4629,56454889146.6088,55028933824.6442,56422059344.4014,58199150811.7146,59040830813.2346,58643542627.1016,60073780097.1802,57275396304.6762,59501256894.3374
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,9200000000,16416666666.6667,14952100840.3361,13970425776.7549,14756846153.8462,14130585516.1787,15221352698.8944,12138243080.6258,12736780455.1539,12354820143.8849,14594900944.7658,17825444724.4878,23141566292.9462,30210091836.8294,36961894281.3444,45275711995.825,60752106347.126,50873167326.0414,57231904542.8755,61762382327.9319,65685890438.8922,75527558966.4473,78812805039.0743,56454889146.6088,47723545321.259,54725302249.8088,60031173807.7196,64410122847.3508,61371755326.2351,69673747131.87,73775179924.603,71857382745.6066
Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0,0,0,0,0.000485951,0.002921254,0.029298294,0.049020891,0.073868897,0.494881245,1.860398126,4.300616022,8.950971315,..,..,..,16.2,19.7,23,27.43,31.8,39.64889566,46.91,54.17,59.02,62.23036091,71.11304576,74.43644541,79.12988669,82.78915209,85.08791245,86.88841196,89.50733148,..
Belarus,BLR,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2030000,1852000,1907000,1729000,1816000,4738000,5276000,5283000,5262000,4872000,5674000,5877000,6130000,6242000,5375000,4386000,10935000,11060000,11502000,11832000,3598000,..,..,..
Belarus,BLR,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,4647361,4660189,4675859,4697022,4719506,4716201,4702916,4710349,4735445,4799823,4854143,4894315,4922877,4945457,4965796,4986812,5013841,5042776,5069441,5088243,5101163,5108408,5112243,5116472,5123402,5126557,5119698,5099979,5079798,5044592,5014861,4993525,4956149
Belarus,BLR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,1.62249864791779,2.79097146104819,3.62160825483893,1.69946376942909,1.26069255990701,1.76896655126353,1.49509870243434,1.36676073838589,1.34698415075765,1.43829074692244,1.40024580052512,1.29906390002339,1.35822231382833,1.49845313530187,1.70941249195756,1.64976591437478,1.45349285157346,1.37257698145111,1.3413834329232,1.22449510976582,1.22921872178113,1.27079665150066,1.26884247027803,1.25748235926647,1.25351504491885,1.14628901484848,1.18226172889567,1.20086453042742,1.15287922586574,1.11835004010897,1.20328256808078,..
Belarus,BLR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,0.00309146,0.016457615,0.056367534,0.062741587,0.07852187,0.117354959,0.22755487,0.481188384,1.356006073,4.564502119,11.10683042,22.39351493,41.26253389,60.35626399,70.83258616,83.04193393,99.26716397,106.1807277,110.177396,110.1376877,114.686658,117.6215475,118.016106,117.8382404,117.5863907,119.8449004,120.1910673,121.490553,122.7801287,123.4472552,..
Belarus,BLR,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,72.8773574829102,69.2987518310547,66.0568695068359,..,..,..,45.2882881164551,..,98.0033798217773,99.3589706420898,97.6368179321289,96.199821472168,97.5763473510742,98.0671691894531,..,93.7077789306641,99.2016830444336,98.8826522827148,96.2185821533203,98.5233612060547,95.9456787109375,99.1104583740234,99.225830078125,99.1669616699219,98.011360168457,99.5029678344727,99.6784286499023,98.1925201416016,99.0633392333984,98.6681365966797,98.3238372802734,98.4325637817383,98.7974700927734,97.8690872192383,98.2668609619141,98.2488479614258,98.2568130493164,98.2639617919922,95.6231994628906,..,..
Belarus,BLR,"Population ages 0-14, total",SP.POP.0014.TO,2248101,2271684,2293075,2315479,2336943,2348102,2357270,2357135,2345634,2330275,2306067,2264147,2209554,2148220,2077848,2000768,1923650,1847901,1768816,1688187,1612007,1543252,1486400,1443469,1414989,1401291,1403069,1415457,1433247,1457458,1485669,1513909,1540901,1564612,1579378,1583721,1583707,1579559,1566586,1548087,1526731
Belarus,BLR,"Population ages 15-64, total",SP.POP.1564.TO,6615168,6664046,6708456,6747852,6777834,6772472,6764680,6753198,6735186,6732524,6736330,6724125,6706225,6699206,6700414,6713022,6732601,6746976,6754627,6752560,6742926,6732526,6719466,6709131,6709208,6714272,6717245,6709807,6683135,6640107,6590587,6542450,6502346,6462580,6413187,6360836,6308566,6247755,6170451,6094192,6031039
Belarus,BLR,"Population ages 65 and above, total",SP.POP.65UP.TO,979731,974270,973470,979669,996223,1019426,1048050,1079015,1113230,1153670,1196653,1238683,1278052,1312143,1339171,1358173,1370487,1384733,1405105,1424802,1441816,1454368,1458049,1452324,1436756,1412422,1384269,1358572,1345261,1349270,1366955,1392156,1417828,1442186,1466424,1494228,1527484,1552638,1565548,1585791,1620528
Belarus,BLR,Population growth (annual %),SP.POP.GROW,0.683014021783473,0.678380569482227,0.653761443403052,0.67939116352749,0.674806569806003,0.286405805377518,0.295421189743138,0.19006508287506,0.0461355862589733,0.219690718485616,0.220771793347495,-0.118196017328142,-0.324414829587043,-0.336671341030207,-0.415604443400529,-0.450435237181926,-0.450029843493719,-0.471131334643547,-0.512966688341309,-0.636565666436346,-0.699809190918934,-0.682169472243919,-0.683005560010688,-0.612296198031047,-0.458847535622636,-0.345415054298517,-0.245915441295321,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-0.804228426880244,-0.540824986374776
Belarus,BLR,"Population, total",SP.POP.TOTL,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189348,10194050,10216470,10239050,10226955,10193831,10159569,10117433,10071963,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9504583,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952,9302585,9228071,9178298
Belarus,BLR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.998520016670227,0.730000019073486,0.705780029296875,0.845229983329773,0.722100019454956,0.708760023117065,0.620899975299835,0.611469984054565,0.627590000629425,0.678520023822784,0.660650014877319,0.962029993534088,0.741469979286194,0.621670007705688,0.669130027294159,0.677600026130676,0.646030008792877,0.651910006999969,0.505479991436005,0.499989986419678,0.500630021095276,0.584110021591187,0.604430019855499,0.577329993247986,0.539009988307953,0.459809988737106,0.48063999414444,..
Belarus,BLR,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,1285.54,1352.75,1312.38,1133.6,1203.02,1330.16,1325.49,1268.25,1268.85,1329.79,1200.6,1300.85,1059.23,1156.45,1050.5,1082.13,1038.01,1093.63,1052.95,974,989.55,1067.67,1195.57,1341.81,1352.11,..,..,..
Belarus,BLR,Urban population,SP.URB.TOTL,5879814,6025280,6167842,6312729,6457896,6578021,6669994,6723034,6766199,6821128,6876034,6907388,6924262,6939798,6949361,6956101,6966778,6983033,6995457,6998521,6996348,6994710,6992229,6993921,7005597,7024602,7049739,7081770,7114020,7150971,7195632,7246350,7302153,7354014,7390686,7418413,7445754,7455467,7433696,7412540,7409732
Belarus,BLR,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,..,..,0.3,..,..,..,..,0.3,..,..,..,..,..
Cambodia,KHM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.8185806274414,85.2514495849609,84.3540496826172,82.4519805908203,78.2834014892578,74.7734832763672,75.0451812744141,70.0336608886719,31.9151000976562,10.2556896209717,15.2617702484131,..,4.88298988342285,19.3605899810791,19.8107109069824,..,14.7756900787354,12.5403499603271,..,..,..,..,14.1529998779297,16.7299995422363,..,..
